abstract_id,title,abstract,label,label_encoded,combined_text
31029439,study of anogenital distance a a diagnostic tool for prostate cancer,introduction and objective the distance from the genitals to the anus anogenital distance agd reflects androgen concentration during prenatal development in mammal at the present time there is only one study suggesting the relationship between agd and risk of prostate cancer cap the goal of this study wa to assess the performance and clinical utility of agd a a biomarker of prenatal androgenic milieu and risk of cap in a larger population in cap diagnosis material and method a casecontrol study wa conducted on men seen in a hospital outpatient clinic where underwent a physical and andrological examination and completed a brief questionnaire cap patient were confirmed by biopsy of the tumor control were men without cap seen in the urology outpatient clinic for routine examination two variant of agd from the anus to the posterior base of the scrotum agdas and to the cephalad insertion of the penis agdap were measured parametric and nonparametric test and receiver operating characteristic cor analysis were used to determine relationship between agd and presence of cap result the highest area under the curve ci to and ci to wa obtained for the gleason subgroup with the agdas and agdap measurement with a sensitivity and specificity of and and and the predictive positive value of and and negative value of and respectively conclusion agd may be a useful clinical tool for the cap diagnosis,Cancer,0,study of anogenital distance a a diagnostic tool for prostate cancer introduction and objective the distance from the genitals to the anus anogenital distance agd reflects androgen concentration during prenatal development in mammal at the present time there is only one study suggesting the relationship between agd and risk of prostate cancer cap the goal of this study wa to assess the performance and clinical utility of agd a a biomarker of prenatal androgenic milieu and risk of cap in a larger population in cap diagnosis material and method a casecontrol study wa conducted on men seen in a hospital outpatient clinic where underwent a physical and andrological examination and completed a brief questionnaire cap patient were confirmed by biopsy of the tumor control were men without cap seen in the urology outpatient clinic for routine examination two variant of agd from the anus to the posterior base of the scrotum agdas and to the cephalad insertion of the penis agdap were measured parametric and nonparametric test and receiver operating characteristic cor analysis were used to determine relationship between agd and presence of cap result the highest area under the curve ci to and ci to wa obtained for the gleason subgroup with the agdas and agdap measurement with a sensitivity and specificity of and and and the predictive positive value of and and negative value of and respectively conclusion agd may be a useful clinical tool for the cap diagnosis
31032226,a novel approach to preoperative risk stratification in endometrial cancer the added value of immunohistochemical marker,background the current model used to preoperatively stratify endometrial cancer ec patient into low and highrisk group is based on histotype grade and imaging method and is not optimal our study aim to prove whether a new model incorporating immunohistochemical marker lcam er pr p obtained from preoperative biopsy could help refine stratification and thus the choice of adequate surgical extent and appropriate adjuvant treatment material and method the following data were prospectively collected from patient operated for ec from january through august age pre and postoperative histology grade lymphovascular space invasion lcam er pr p imaging parameter obtained from ultrasound ct chestabdomen final figo stage and current decision model based on histology grade imaging method result in total patient were enrolled the current model revealed sensitivity and specificity for highrisk group determination in myometrial invasion lower level of er p pr and higher level of lcam p were observed in cervical involvement a higher expression of lcam p lower pr p in tumor with positive lvsi higher lcam p in case with positive ln lower expression of erpr p p the positive predictive value ppv for er pr and lcam were the negative predictive value npv for each marker were a follows and mutation of p revealed ppv and npv when immunohistochemical marker were included into the current diagnostic model sensitivity improved v p ppv wa similar for both method while npv ie the probability of extremely low risk in negative test case wa improved v p conclusion we proved superiority of new proposed model using immunohistochemical marker over standard clinical practice and that new proposed model increase accuracy of prognosis prediction we propose wider implementation and validation of the proposed model,Cancer,0,a novel approach to preoperative risk stratification in endometrial cancer the added value of immunohistochemical marker background the current model used to preoperatively stratify endometrial cancer ec patient into low and highrisk group is based on histotype grade and imaging method and is not optimal our study aim to prove whether a new model incorporating immunohistochemical marker lcam er pr p obtained from preoperative biopsy could help refine stratification and thus the choice of adequate surgical extent and appropriate adjuvant treatment material and method the following data were prospectively collected from patient operated for ec from january through august age pre and postoperative histology grade lymphovascular space invasion lcam er pr p imaging parameter obtained from ultrasound ct chestabdomen final figo stage and current decision model based on histology grade imaging method result in total patient were enrolled the current model revealed sensitivity and specificity for highrisk group determination in myometrial invasion lower level of er p pr and higher level of lcam p were observed in cervical involvement a higher expression of lcam p lower pr p in tumor with positive lvsi higher lcam p in case with positive ln lower expression of erpr p p the positive predictive value ppv for er pr and lcam were the negative predictive value npv for each marker were a follows and mutation of p revealed ppv and npv when immunohistochemical marker were included into the current diagnostic model sensitivity improved v p ppv wa similar for both method while npv ie the probability of extremely low risk in negative test case wa improved v p conclusion we proved superiority of new proposed model using immunohistochemical marker over standard clinical practice and that new proposed model increase accuracy of prognosis prediction we propose wider implementation and validation of the proposed model
31032472,genomic assessment of bloodderived circulating tumor dna in patient with colorectal cancer correlation with tissue sequencing therapeutic response and survival,purpose genomic alteration in bloodderived circulating tumor dna ctdna from patient with colorectal cancer were correlated with clinical outcome patient and method nextgeneration sequencing of ctdna to gene panel wa performed in patient with colorectal cancer result most patient had metastatic or recurrent disease at the time of blood draw the median number of nonsynonymous alteration per patient wa three range zero to the most frequently aberrant gene were tp of patient kras and apc concordance between tissue and blood nextgeneration sequencing ranged from apc to braf altogether patient had one or more nonsynonymous alteration had one or more potentially actionable alteration and had an alteration actionable by a drug approved by the u food and drug administration on or off label lung metastasis correlated with improved survival from diagnosis in univariable analysis ctdna of or more from blood test a well a egfr and erbb her nonsynonymous alteration correlated with worse survival but only erbb remained significant in multivariable analysis no two patient had identical molecular portfolio overall versus of patient treated with matched n versus unmatched therapy n after ctdna testing achieved stable disease for month or more partial response or complete response p progressionfree survival versus month p and survival not reached versus month p all by multivariable analysis conclusion patient with colorectal cancer have heterogeneous ctdna profile and most harbor potentially actionable ctdna alteration matched therapy yielded higher rate of stable disease for month or more partial response or complete response ctdna assessment may have clinical utility and merit further investigation,Cancer,0,genomic assessment of bloodderived circulating tumor dna in patient with colorectal cancer correlation with tissue sequencing therapeutic response and survival purpose genomic alteration in bloodderived circulating tumor dna ctdna from patient with colorectal cancer were correlated with clinical outcome patient and method nextgeneration sequencing of ctdna to gene panel wa performed in patient with colorectal cancer result most patient had metastatic or recurrent disease at the time of blood draw the median number of nonsynonymous alteration per patient wa three range zero to the most frequently aberrant gene were tp of patient kras and apc concordance between tissue and blood nextgeneration sequencing ranged from apc to braf altogether patient had one or more nonsynonymous alteration had one or more potentially actionable alteration and had an alteration actionable by a drug approved by the u food and drug administration on or off label lung metastasis correlated with improved survival from diagnosis in univariable analysis ctdna of or more from blood test a well a egfr and erbb her nonsynonymous alteration correlated with worse survival but only erbb remained significant in multivariable analysis no two patient had identical molecular portfolio overall versus of patient treated with matched n versus unmatched therapy n after ctdna testing achieved stable disease for month or more partial response or complete response p progressionfree survival versus month p and survival not reached versus month p all by multivariable analysis conclusion patient with colorectal cancer have heterogeneous ctdna profile and most harbor potentially actionable ctdna alteration matched therapy yielded higher rate of stable disease for month or more partial response or complete response ctdna assessment may have clinical utility and merit further investigation
31032708,thyroidlike follicular carcinoma of the kidney with extensive sarcomatoid differentiation a case report and review of the literature,thyroidlike follicular carcinoma of the kidney tlfck is an extremely rare primary renal malignancy that typically ha an indolent course and good prognosis histologically this tumor mimic follicular carcinoma of the thyroid however typical thyroid marker are negative there are fewer than case reported in the literature and thus the prognosis and course of disease is not well understood sarcomatoid differentiation ha never been reported in a case of tlfck we present a case of a yearold woman with an aggressive tlfck with extensive sarcomatoid differentiation and metastatic disease at presentation we performed targeted nextgeneration sequencing of both the thyroidlike component and the poorly differentiated sarcomatoid component using our solid tumor panel to evaluate for any diseaseassociated mutation and to better understand the molecular profile of these tumor,Cancer,0,thyroidlike follicular carcinoma of the kidney with extensive sarcomatoid differentiation a case report and review of the literature thyroidlike follicular carcinoma of the kidney tlfck is an extremely rare primary renal malignancy that typically ha an indolent course and good prognosis histologically this tumor mimic follicular carcinoma of the thyroid however typical thyroid marker are negative there are fewer than case reported in the literature and thus the prognosis and course of disease is not well understood sarcomatoid differentiation ha never been reported in a case of tlfck we present a case of a yearold woman with an aggressive tlfck with extensive sarcomatoid differentiation and metastatic disease at presentation we performed targeted nextgeneration sequencing of both the thyroidlike component and the poorly differentiated sarcomatoid component using our solid tumor panel to evaluate for any diseaseassociated mutation and to better understand the molecular profile of these tumor
31032785,an update on mucosal melanoma future direction,by definition mucosal melanoma are malignant primary tumor originating from melanocyte located in the mucosal membrane of the nasal cavity and accessory sinus oral cavity lip and pharynx and vulvar vaginal or uterus anorectal or basically any other part of the mucosal surface lining these malignant melanoma usually occur in occult site which in combination with the lack of early specific sign contributes to the delay in diagnosis and poor prognosis of the disease given the rarity of mucosal melanoma knowledge about their pathogenesis and risk factor is insufficient and when compared with cutaneous and ocular melanoma they have the lowest fiveyear survival rate surgical resection is frequently the first approach to primary tumor even though the utility of lymph node surgery and radiation therapy is not well established novel molecular technique such a whole exome sequencing have become routine in order to aid patient care they show great promise in the treatment of rare and usually fatal disease such a mucosal melanoma target therapy against ckit activating mutation frequently seen in mucosal melanoma and the immunotherapy have emerged a a promising treatment modality for these aggressive tumor,Cancer,0,an update on mucosal melanoma future direction by definition mucosal melanoma are malignant primary tumor originating from melanocyte located in the mucosal membrane of the nasal cavity and accessory sinus oral cavity lip and pharynx and vulvar vaginal or uterus anorectal or basically any other part of the mucosal surface lining these malignant melanoma usually occur in occult site which in combination with the lack of early specific sign contributes to the delay in diagnosis and poor prognosis of the disease given the rarity of mucosal melanoma knowledge about their pathogenesis and risk factor is insufficient and when compared with cutaneous and ocular melanoma they have the lowest fiveyear survival rate surgical resection is frequently the first approach to primary tumor even though the utility of lymph node surgery and radiation therapy is not well established novel molecular technique such a whole exome sequencing have become routine in order to aid patient care they show great promise in the treatment of rare and usually fatal disease such a mucosal melanoma target therapy against ckit activating mutation frequently seen in mucosal melanoma and the immunotherapy have emerged a a promising treatment modality for these aggressive tumor
31033100,association between certain nonsmall cell lung cancer driver mutation and predictive marker for chemotherapy or programmed deathligand inhibition,this study aimed to analyze the association between driver mutation and predictive marker for some antitumor agent in nonsmall cell lung cancer nsclc a cohort of chinese patient with nsclc who underwent resection from march to november in the first affiliated hospital of guangzhou medical university wa investigated the specimen were subjected to hybridization capture and sequence of important nsclcrelated driver gene in addition the slide were tested for pdl excision repair crosscomplementation group ercc ribonucleotide reductase subunit m rrm thymidylate synthase t and betatubulin iii by immunohistochemical staining a total of patient had at least driver gene alteration wildtype egfr rare mutation mut alk fusion fus ra mut ret fus and met mut had relatively higher proportion of lower ercc expression egfr del egfr lr egfr rare mut alk fus her mut ro fus and met mut were more likely to have t low expression wildtype egfr lr egfr rare mut and braf mut were associated with lower betatubulin iii expression in addition wildtype ra mut ro fus braf and met mut had higher proportion of pdl high expression a a pilot validation wildtype patient with advanced nsclc showed better depth of response and response rate to taxanes compared with pemetrexedgemcitabine v our study may aid in selecting the optimal salvage regimen after targeted therapy failure or the chemoregimen where targeted therapy ha not been a routine option further validation is warranted,Cancer,0,association between certain nonsmall cell lung cancer driver mutation and predictive marker for chemotherapy or programmed deathligand inhibition this study aimed to analyze the association between driver mutation and predictive marker for some antitumor agent in nonsmall cell lung cancer nsclc a cohort of chinese patient with nsclc who underwent resection from march to november in the first affiliated hospital of guangzhou medical university wa investigated the specimen were subjected to hybridization capture and sequence of important nsclcrelated driver gene in addition the slide were tested for pdl excision repair crosscomplementation group ercc ribonucleotide reductase subunit m rrm thymidylate synthase t and betatubulin iii by immunohistochemical staining a total of patient had at least driver gene alteration wildtype egfr rare mutation mut alk fusion fus ra mut ret fus and met mut had relatively higher proportion of lower ercc expression egfr del egfr lr egfr rare mut alk fus her mut ro fus and met mut were more likely to have t low expression wildtype egfr lr egfr rare mut and braf mut were associated with lower betatubulin iii expression in addition wildtype ra mut ro fus braf and met mut had higher proportion of pdl high expression a a pilot validation wildtype patient with advanced nsclc showed better depth of response and response rate to taxanes compared with pemetrexedgemcitabine v our study may aid in selecting the optimal salvage regimen after targeted therapy failure or the chemoregimen where targeted therapy ha not been a routine option further validation is warranted
31037912,galectin expression and it clinical significance in acute myeloid leukemia with positive amleto fusion gene,objective to investigate the mrna expression of galectin and it clinical significance in acute myeloid leukemia aml patient carrying amletofusion gene method rqpcr method wa used to detect the expression of galectin mrna in bone marrow mononuclear cell of aml patient with amleto elisa wa used to detect the expression of galectin protein in peripheral blood and the correlation of galectin expression with clinical and laboratory feature and outcome were analyzed result the mrna and protein level of galectin were significantly higher in newly diagnosed amleto aml patient compared with the control p but there wa significant difference in recurrence rate between the two group p the median overall survival o rate and diseasefree survival dfs rate were shortened in the highexpression group p p and the cumulative incidence of relapse wa increased p but there wa no significant difference in the cumulative incidence of cmmmmortality p cox regression analysis suggested galectin mrna level an independent indicator of o and dfs in amleto aml patient conclusion bone marrow galectin mrna level may be an important reference index for evaluating the prognosis and guiding the treatment of amleto aml patient,Cancer,0,galectin expression and it clinical significance in acute myeloid leukemia with positive amleto fusion gene objective to investigate the mrna expression of galectin and it clinical significance in acute myeloid leukemia aml patient carrying amletofusion gene method rqpcr method wa used to detect the expression of galectin mrna in bone marrow mononuclear cell of aml patient with amleto elisa wa used to detect the expression of galectin protein in peripheral blood and the correlation of galectin expression with clinical and laboratory feature and outcome were analyzed result the mrna and protein level of galectin were significantly higher in newly diagnosed amleto aml patient compared with the control p but there wa significant difference in recurrence rate between the two group p the median overall survival o rate and diseasefree survival dfs rate were shortened in the highexpression group p p and the cumulative incidence of relapse wa increased p but there wa no significant difference in the cumulative incidence of cmmmmortality p cox regression analysis suggested galectin mrna level an independent indicator of o and dfs in amleto aml patient conclusion bone marrow galectin mrna level may be an important reference index for evaluating the prognosis and guiding the treatment of amleto aml patient
31038558,evaluating mmp and tgfssri expression in circulating tumor cell of pancreatic cancer patient and their correlation with clinical evolution,background metastasis is common in the diagnosis of pancreatic cancer and the presence of epithelialmesenchymal transition marker in circulating tumor cell may suggest worse prognosis aim to correlate the number of circulating tumor cell ctc in the peripheral blood of patient with a locally advanced or metastatic pancreatic tumor and the protein expression involved in epithelialmesenchymal transition emt in ctc with clinical characteristic progressionfree survival pfs and overall survival o method this wa a prospective study conducted using peripheral blood sample collected at three different time ctc were quantified by the iset test and analyzed by immunocytochemistry protein involved in emt vimentin tgfssri and mmp were analyzed in all ctc result twentyone patient were included median ctc detected were and ctc ml blood at baseline first and second followup respectively no statistically significant correlation wa found in correlating the number of ctc and the evaluated clinical characteristic pfs or o there wa no difference in pfs and o among the emt marker in the group with and without marker conclusion ctc analysis wa not relevant in this sample for comparing clinical finding pfs and o in patient with pancreatic cancer however marker analysis in ctc could be useful for the mmp andor tgfssri expression a observed by the separate pfs curve,Cancer,0,evaluating mmp and tgfssri expression in circulating tumor cell of pancreatic cancer patient and their correlation with clinical evolution background metastasis is common in the diagnosis of pancreatic cancer and the presence of epithelialmesenchymal transition marker in circulating tumor cell may suggest worse prognosis aim to correlate the number of circulating tumor cell ctc in the peripheral blood of patient with a locally advanced or metastatic pancreatic tumor and the protein expression involved in epithelialmesenchymal transition emt in ctc with clinical characteristic progressionfree survival pfs and overall survival o method this wa a prospective study conducted using peripheral blood sample collected at three different time ctc were quantified by the iset test and analyzed by immunocytochemistry protein involved in emt vimentin tgfssri and mmp were analyzed in all ctc result twentyone patient were included median ctc detected were and ctc ml blood at baseline first and second followup respectively no statistically significant correlation wa found in correlating the number of ctc and the evaluated clinical characteristic pfs or o there wa no difference in pfs and o among the emt marker in the group with and without marker conclusion ctc analysis wa not relevant in this sample for comparing clinical finding pfs and o in patient with pancreatic cancer however marker analysis in ctc could be useful for the mmp andor tgfssri expression a observed by the separate pfs curve
31041634,primary cardiac malignant peripheral nerve sheath tumor a case report,malignant peripheral nerve sheath tumor are rare sarcoma of child and adolescent and they are aggressive tumor with a high rate of local recurrence here we report a case of a primary cardiac malignant peripheral nerve sheath tumor without neurofibromatosis type i a year old woman presented having had cough expectoration and dyspnea for day and wa found to have a heartinvolving tumor diagnosed a a malignant peripheral nerve sheath tumor a rare cardiac sarcoma of x x cm in size the patient underwent a successful resection of the tumor but died month postoperative we report this case for it rarity and peculiar mode of morphologic and immunohistochemical presentation,Cancer,0,primary cardiac malignant peripheral nerve sheath tumor a case report malignant peripheral nerve sheath tumor are rare sarcoma of child and adolescent and they are aggressive tumor with a high rate of local recurrence here we report a case of a primary cardiac malignant peripheral nerve sheath tumor without neurofibromatosis type i a year old woman presented having had cough expectoration and dyspnea for day and wa found to have a heartinvolving tumor diagnosed a a malignant peripheral nerve sheath tumor a rare cardiac sarcoma of x x cm in size the patient underwent a successful resection of the tumor but died month postoperative we report this case for it rarity and peculiar mode of morphologic and immunohistochemical presentation
31043167,snw is a prognostic biomarker in prostate cancer,background snw is a nuclear receptor coactivator involved in splicing and transcription control including androgen receptor signaling overexpression of snw ha been linked to adverse prognosis in different cancer type but study on the role of snw in prostate cancer are lacking method using immunohistochemistry we analyzed snw expression in prostate cancer in a tissue microarray tma with attached clinical and molecular data result the comparison with normal prostate tissue revealed an up regulation of snw in a subset of cancer sample snw staining wa considered weak in moderate in and strong in of cancer strong snw expression wa markedly more frequent in prostate cancer harboring the tmprsserg fusion than in erg negative cancer p significant association with gleason grade stage nodal status and early biochemical recurrence were observed in the erg negative and positive subset multivariable modeling revealed that the prognostic value of snw up regulation wa independent from the established preoperative histopathological and clinical parameter conclusion these result demonstrate that snw overexpression is an independent prognostic marker in prostate cancer with potential clinical utility,Cancer,0,snw is a prognostic biomarker in prostate cancer background snw is a nuclear receptor coactivator involved in splicing and transcription control including androgen receptor signaling overexpression of snw ha been linked to adverse prognosis in different cancer type but study on the role of snw in prostate cancer are lacking method using immunohistochemistry we analyzed snw expression in prostate cancer in a tissue microarray tma with attached clinical and molecular data result the comparison with normal prostate tissue revealed an up regulation of snw in a subset of cancer sample snw staining wa considered weak in moderate in and strong in of cancer strong snw expression wa markedly more frequent in prostate cancer harboring the tmprsserg fusion than in erg negative cancer p significant association with gleason grade stage nodal status and early biochemical recurrence were observed in the erg negative and positive subset multivariable modeling revealed that the prognostic value of snw up regulation wa independent from the established preoperative histopathological and clinical parameter conclusion these result demonstrate that snw overexpression is an independent prognostic marker in prostate cancer with potential clinical utility
31043608,capicua regulates neural stem cell proliferation and lineage specification through control of ets factor,capicua cic is a transcriptional repressor mutated in the brain cancer oligodendroglioma despite it cancer link little is known of cics function in the brain we show that nuclear cic expression is strongest in astrocyte and neuron but weaker in stem cell and oligodendroglial lineage cell using a new conditional cic knockout mouse we demonstrate that forebrainspecific cic deletion increase proliferation and selfrenewal of neural stem cell furthermore cic loss bias neural stem cell toward glial lineage selection expanding the pool of oligodendrocyte precursor cell opcs these proliferation and lineage effect are dependent on derepression of ets transcription factor in patientderived oligodendroglioma cell cic reexpression or etv blockade decrease lineage bias proliferation selfrenewal and tumorigenicity our result identify cic a an important regulator of cell fate in neurodevelopment and oligodendroglioma and suggest that it loss contributes to oligodendroglioma by promoting proliferation and an opclike identity via ets overactivity,Cancer,0,capicua regulates neural stem cell proliferation and lineage specification through control of ets factor capicua cic is a transcriptional repressor mutated in the brain cancer oligodendroglioma despite it cancer link little is known of cics function in the brain we show that nuclear cic expression is strongest in astrocyte and neuron but weaker in stem cell and oligodendroglial lineage cell using a new conditional cic knockout mouse we demonstrate that forebrainspecific cic deletion increase proliferation and selfrenewal of neural stem cell furthermore cic loss bias neural stem cell toward glial lineage selection expanding the pool of oligodendrocyte precursor cell opcs these proliferation and lineage effect are dependent on derepression of ets transcription factor in patientderived oligodendroglioma cell cic reexpression or etv blockade decrease lineage bias proliferation selfrenewal and tumorigenicity our result identify cic a an important regulator of cell fate in neurodevelopment and oligodendroglioma and suggest that it loss contributes to oligodendroglioma by promoting proliferation and an opclike identity via ets overactivity
31046485,circulating cellfree nucleic acid a biomarkers in colorectal cancer screening and diagnosis an update,introduction screening method for one of the most frequently diagnosed malignancy colorectal cancer crc have limitation circulating cellfree nucleic acid cfna hold clinical relevance a screening prognostic and therapy monitoring marker area covered in this review we summarize potential crcspecific cfna biomarkers the recently developed sample preparation technique their application and pitfall expert opinion automated extraction of cfdna is highly reproducible however cfdna yield is less compared to manual isolation quantitative and highly sensitive detection technique eg digital pcr ng can be applied to analyze genetic and epigenetic change detection of dna mutation or methylation in cfdna and related altered level of mrna mirna and lncrna may improve early cancer recognition based on specific crcrelated pattern detection of cfdna mutation eg tp kras apc ha limited diagnostic sensitivity however methylated dna including sept sfrp sdc can be applied with higher sensitivity up to for crc circulating mirnas eg mir mir mir provide comparably high sensitivity for crc a the circulating tumor cell mrna marker eg egfr ck ck cea automation of cfna isolation coupled with quantitative analysis of crcrelated highly sensitive biomarkers may enhance crc screening and early detection in the future,Cancer,0,circulating cellfree nucleic acid a biomarkers in colorectal cancer screening and diagnosis an update introduction screening method for one of the most frequently diagnosed malignancy colorectal cancer crc have limitation circulating cellfree nucleic acid cfna hold clinical relevance a screening prognostic and therapy monitoring marker area covered in this review we summarize potential crcspecific cfna biomarkers the recently developed sample preparation technique their application and pitfall expert opinion automated extraction of cfdna is highly reproducible however cfdna yield is less compared to manual isolation quantitative and highly sensitive detection technique eg digital pcr ng can be applied to analyze genetic and epigenetic change detection of dna mutation or methylation in cfdna and related altered level of mrna mirna and lncrna may improve early cancer recognition based on specific crcrelated pattern detection of cfdna mutation eg tp kras apc ha limited diagnostic sensitivity however methylated dna including sept sfrp sdc can be applied with higher sensitivity up to for crc circulating mirnas eg mir mir mir provide comparably high sensitivity for crc a the circulating tumor cell mrna marker eg egfr ck ck cea automation of cfna isolation coupled with quantitative analysis of crcrelated highly sensitive biomarkers may enhance crc screening and early detection in the future
31047032,the molecular biologic basis of esophageal and gastric cancer,esophageal cancer and gastric cancer are leading cause of cancerrelated mortality worldwide in this article the author discus the molecular biology of esophageal and gastric cancer with a focus on esophageal adenocarcinoma they review data from the cancer genome atlas project and advance in the molecular stratification and classification of esophageal carcinoma and gastric cancer they also summarize advance in microrna molecular staging gene expression profiling tumor microenvironment and detection of circulating tumor dna finally the author summarize some of the implication of understanding the molecular basis of esophageal cancer and future direction in the management of esophageal cancer,Cancer,0,the molecular biologic basis of esophageal and gastric cancer esophageal cancer and gastric cancer are leading cause of cancerrelated mortality worldwide in this article the author discus the molecular biology of esophageal and gastric cancer with a focus on esophageal adenocarcinoma they review data from the cancer genome atlas project and advance in the molecular stratification and classification of esophageal carcinoma and gastric cancer they also summarize advance in microrna molecular staging gene expression profiling tumor microenvironment and detection of circulating tumor dna finally the author summarize some of the implication of understanding the molecular basis of esophageal cancer and future direction in the management of esophageal cancer
31048353,proposed diagnostic criterion for classical chronic myelomonocytic leukemia cmml cmml variant and precmml condition,chronic myelomonocytic leukemia cmml is a myeloid neoplasm characterized by dysplasia abnormal production and accumulation of monocytic cell and an elevated risk of transforming into acute leukemia over the past two decade our knowledge about the pathogenesis and molecular mechanism in cmml ha increased substantially in parallel better diagnostic criterion and therapeutic strategy have been developed however many question remain regarding prognostication and optimal therapy in addition there is a need to define potential prephases of cmml and special cmml variant and to separate these entity from each other and from condition mimicking cmml to address these unmet need an international consensus group met in a working conference in august and discussed open question and issue around cmml it variant and precmml condition the outcome of this meeting are summarized herein and include diag nostic criterion and a proposed classification of precmml condition a well a refined minimal diagnostic criterion for classical cmml and special cmml variant including oligomonocytic cmml and cmml associated with systemic mastocytosis moreover we propose diagnostic standard and tool to distinguish between normal precmml and cmml entity these criterion and standard should facilitate diagnostic and prognostic evaluation in daily practice and clinical study in applied hematology,Cancer,0,proposed diagnostic criterion for classical chronic myelomonocytic leukemia cmml cmml variant and precmml condition chronic myelomonocytic leukemia cmml is a myeloid neoplasm characterized by dysplasia abnormal production and accumulation of monocytic cell and an elevated risk of transforming into acute leukemia over the past two decade our knowledge about the pathogenesis and molecular mechanism in cmml ha increased substantially in parallel better diagnostic criterion and therapeutic strategy have been developed however many question remain regarding prognostication and optimal therapy in addition there is a need to define potential prephases of cmml and special cmml variant and to separate these entity from each other and from condition mimicking cmml to address these unmet need an international consensus group met in a working conference in august and discussed open question and issue around cmml it variant and precmml condition the outcome of this meeting are summarized herein and include diag nostic criterion and a proposed classification of precmml condition a well a refined minimal diagnostic criterion for classical cmml and special cmml variant including oligomonocytic cmml and cmml associated with systemic mastocytosis moreover we propose diagnostic standard and tool to distinguish between normal precmml and cmml entity these criterion and standard should facilitate diagnostic and prognostic evaluation in daily practice and clinical study in applied hematology
31048490,genetic diversity of tumor with mismatch repair deficiency influence antipd immunotherapy response,tumor with mismatch repair deficiency mmrd are characterized by sequence alteration in microsatellites and can accumulate thousand of mutation this high mutational burden render tumor immunogenic and sensitive to programmed cell death pd immune checkpoint inhibitor yet despite their tumor immunogenicity patient with mmrdeficient tumor experience highly variable response and roughly half are refractory to treatment we present experimental and clinical evidence showing that the degree of microsatellite instability msi and resultant mutational load in part underlies the variable response to pd blockade immunotherapy in mmrd human and mouse tumor the extent of response is particularly associated with the accumulation of insertiondeletion indel mutational load this study provides a rationale for the genomewide characterization of msi intensity and mutational load to better profile response to antipd immunotherapy across mmrdeficient human cancer,Cancer,0,genetic diversity of tumor with mismatch repair deficiency influence antipd immunotherapy response tumor with mismatch repair deficiency mmrd are characterized by sequence alteration in microsatellites and can accumulate thousand of mutation this high mutational burden render tumor immunogenic and sensitive to programmed cell death pd immune checkpoint inhibitor yet despite their tumor immunogenicity patient with mmrdeficient tumor experience highly variable response and roughly half are refractory to treatment we present experimental and clinical evidence showing that the degree of microsatellite instability msi and resultant mutational load in part underlies the variable response to pd blockade immunotherapy in mmrd human and mouse tumor the extent of response is particularly associated with the accumulation of insertiondeletion indel mutational load this study provides a rationale for the genomewide characterization of msi intensity and mutational load to better profile response to antipd immunotherapy across mmrdeficient human cancer
